token,data/hora_envio,idade,genero,cor/raca/etnia,pcd,uf_onde_mora,regiao_onde_mora,uf_de_origem,regiao_de_origem,vive_no_brasil,pais_onde_mora,estado_onde_mora,estado_de_origem,nivel_de_ensino,area_de_formação,situação_de_trabalho,setor,numero_de_funcionarios,atua_como_gestor,cargo_como_gestor,cargo_atual,nivel,tempo_de_experiencia_em_dados,tempo_de_experiencia_em_ti,linguagem_de_programacao_(dia_a_dia),linguagem_mais_usada,linguagem_preferida,banco_de_dados_(dia_a_dia),cloud_(dia_a_dia),cloud_preferida,ferramenta_de_bi_(dia_a_dia)
8jq7wf4719q1rsczi7eap8jq7wfyawyr,16/10/2024 11:58:22,33,Masculino,Parda,Não,RJ,Sudeste,,,True,,Rio de Janeiro (RJ),,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),Outra Opção,de 51 a 100,False,,Professor/Pesquisador,Pleno,de 5 a 6 anos,Menos de 1 ano,"Python, JavaScript",JavaScript,Python,"Google BigQuery, MySQL",Cloud Própria,Google Cloud (GCP),"Microsoft PowerBI, Looker Studio (antigo Google Data Studio)"
nz6g2dvxlumqvo434mnz6g2dwcb0blq4,16/10/2024 12:00:58,33,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Acima de 3.000,False,,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,Python,Google BigQuery,Google Cloud (GCP),Google Cloud (GCP),"Looker Studio (antigo Google Data Studio), Microsoft PowerBI"
inqqkg6sue309q9qinqq6earj3100w1y,16/10/2024 12:03:57,33,Masculino,Preta,Não,PE,Nordeste,,,True,,Pernambuco (PE),,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Área de Consultoria,de 11 a 50,False,,Cientista de Dados/Data Scientist,Sênior,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Python, SQL",Python,Python,"S3, Amazon Redshift, PostgreSQL, Amazon Athena",Amazon Web Services (AWS),Amazon Web Services (AWS),Metabase
0meuidci7dr5fphgj420meuidclh3a6m,16/10/2024 12:05:56,33,Masculino,Preta,Não,SP,Sudeste,CE,Nordeste,True,,São Paulo (SP),Ceará (CE),Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Área de Consultoria,Acima de 3.000,False,,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,Python,"Databricks, MySQL, Amazon Athena, S3","Amazon Web Services (AWS), Azure (Microsoft)",Amazon Web Services (AWS),Não utilizo nenhuma ferramenta de BI no trabalho
qe6phfu2dlefzyi93rqe6phf01ol07id,16/10/2024 12:41:15,33,Feminino,Amarela,Não,SP,Sudeste,,,True,,São Paulo (SP),,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Internet/Ecommerce,Acima de 3.000,False,,Analista de BI/BI Analyst,Sênior,de 5 a 6 anos,de 7 a 10 anos,SQL,SQL,Python,Amazon Redshift,Amazon Web Services (AWS),Amazon Web Services (AWS),"Amazon Quicksight, Fazemos todas as análises utilizando apenas Excel ou planilhas do google"
8i6dv0p9nk01e8i6dv0dm5xojtraxv3h,16/10/2024 13:18:30,33,Masculino,Branca,Não,RN,Nordeste,RJ,Sudeste,True,,Rio Grande do Norte (RN),Rio de Janeiro (RJ),Graduação/Bacharelado,Outra opção,Empreendedor ou Empregado (CNPJ),Setor Automotivo,Acima de 3.000,False,,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,Python,SQL SERVER,Amazon Web Services (AWS),Databricks,Não utilizo nenhuma ferramenta de BI no trabalho
p1isug3wfl4v4b4d8btfop1isunqyldg,16/10/2024 13:20:30,33,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Alimentício,de 101 a 500,False,,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 3 a 4 anos,de 3 a 4 anos,"SQL, Python",Python,Python,"Google Firestore, SQL SERVER, Google BigQuery, Oracle",Google Cloud (GCP),Google Cloud (GCP),"Looker, Looker Studio (antigo Google Data Studio), Microsoft PowerBI"
oyxzgdlmnau9pygrabpnekoyxzgdlk9h,16/10/2024 14:25:29,33,Masculino,Branca,Não,CE,Nordeste,,,True,,Ceará (CE),,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Educação,de 11 a 50,False,,Analista de BI/BI Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Python,Python,Python,Google BigQuery,Google Cloud (GCP),Não sei opinar / Não tenho preferência,"Microsoft PowerBI, Looker Studio (antigo Google Data Studio)"
v2y424heh3oehfczopzfn7xv2y424hs5,16/10/2024 14:41:27,33,Feminino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),Finanças ou Bancos,de 501 a 1.000,False,,Outra Opção,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,Looker Studio (antigo Google Data Studio)
9w1o88p8ys1za3yojpgi9w1o8zrb604q,16/10/2024 15:12:19,33,Masculino,Branca,Não,DF,Centro-oeste,MG,Sudeste,True,,Distrito Federal (DF),Minas Gerais (MG),Pós-graduação,Outra opção,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 101 a 500,True,Team Leader/Tech Leader,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,
svalf8xa6ej30aciusvalfmioaw9hgir,16/10/2024 16:23:03,33,Masculino,Branca,Não,PR,Sul,,,True,,Paraná (PR),,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,False,,Analista de Dados/Data Analyst,Sênior,de 5 a 6 anos,de 5 a 6 anos,SQL,SQL,Python,"Amazon Redshift, S3, Amazon Athena",Amazon Web Services (AWS),Não sei opinar / Não tenho preferência,Microsoft PowerBI
qkurmlje6csma6rodg0rhqkurmlz651d,16/10/2024 19:09:47,33,Masculino,Parda,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Química / Física,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,False,,Cientista de Dados/Data Scientist,Sênior,de 7 a 10 anos,de 7 a 10 anos,"SQL, Python",SQL,Python,"Amazon Athena, S3",Amazon Web Services (AWS),Amazon Web Services (AWS),"Amazon Quicksight, Metabase"
ddaw1zjalkndddawuyms4b1vf8t42p0z,16/10/2024 20:44:52,33,Masculino,Branca,Não,RS,Sul,,,True,,Rio Grande do Sul (RS),,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,False,,Analista de BI/BI Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,SQL,SQL,Python,Databricks,Azure (Microsoft),Não sei opinar / Não tenho preferência,Microsoft PowerBI
y1su9y0t0dij9w9iza3y1su9ia0ez1go,17/10/2024 10:30:29,33,Masculino,Parda,Não,SP,Sudeste,,,True,,São Paulo (SP),Nasci/me formei fora do Brasil,Mestrado,Outra opção,Empregado (CLT),Indústria,Acima de 3.000,True,Supervisor/Coordenador,,,de 7 a 10 anos,de 1 a 2 anos,,,,,,,
an7f4nm9s23xsmk3sbyfan7ra6jbxyhm,17/10/2024 11:45:24,33,Masculino,Branca,Não,,,,,False,Portugal,,,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Setor Alimentício,de 1.001 a 3.000,False,,Cientista de Dados/Data Scientist,Pleno,de 1 a 2 anos,de 1 a 2 anos,"SQL, Python",Python,Python,Google BigQuery,Google Cloud (GCP),Azure (Microsoft),Microsoft PowerBI
62o0jwf2azxmz73xo62opo0n8ii9vx98,17/10/2024 12:45:02,33,Masculino,Parda,Não,MG,Sudeste,,,True,,Minas Gerais (MG),,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Finanças ou Bancos,Acima de 3.000,False,,Analista de Negócios/Business Analyst,Pleno,de 3 a 4 anos,de 1 a 2 anos,"Python, SQL, Scala",Scala,Scala,"MySQL, Google Firestore, SQL SERVER, Google BigQuery, Databricks","Amazon Web Services (AWS), Google Cloud (GCP)",Amazon Web Services (AWS),"Looker Studio (antigo Google Data Studio), Microsoft PowerBI, Looker"
yekkslktjj77kvdkmlh7yekkslcruskj,17/10/2024 16:06:09,33,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Outra opção,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,True,Supervisor/Coordenador,,,Mais de 10 anos,de 1 a 2 anos,,,,,,,
rur02ehvwngbdb2x6mgrur02eu0wjzs1,17/10/2024 23:42:17,33,Masculino,Preta,Não,SP,Sudeste,,,True,,São Paulo (SP),,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Setor Alimentício,Acima de 3.000,False,,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, R, Python",Python,Python,"MySQL, Databricks, SQL SERVER, Google BigQuery",Azure (Microsoft),Azure (Microsoft),Microsoft PowerBI
ytzr222r20753auytzr2b4kvdzp3v70d,17/10/2024 23:57:19,33,Masculino,Branca,Não,RJ,Sudeste,,,True,,Rio de Janeiro (RJ),,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Telecomunicação,Acima de 3.000,False,,Analista de Dados/Data Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python, SAS/Stata",Python,Python,"SQLite, Google BigQuery, PostgreSQL",Google Cloud (GCP),Google Cloud (GCP),"Looker, Looker Studio (antigo Google Data Studio), Microsoft PowerBI"
c9jzkhnlmbxby8qvpw1gqc9jzkh0kawp,18/10/2024 02:04:58,33,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Alimentício,Acima de 3.000,False,,Analista de BI/BI Analyst,Sênior,de 7 a 10 anos,de 1 a 2 anos,"SQL, Python, Visual Basic/VBA",SQL,Python,"SQL SERVER, Databricks",Azure (Microsoft),Azure (Microsoft),Microsoft PowerBI
4vqzhsofuxky0ja775m4vqeeawjg4t00,18/10/2024 02:16:20,33,Masculino,Parda,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,True,Diretor/VP,,,de 7 a 10 anos,de 5 a 6 anos,,,,,,,
sueepeyrq812alj0xk1ksueepeydy8lv,18/10/2024 02:26:47,33,Masculino,Parda,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,True,Diretor/VP,,,de 7 a 10 anos,de 7 a 10 anos,,,,,,,
0muir6cmq7eegfgdv0muir6p99ar65g4,18/10/2024 09:16:40,33,Feminino,Preta,Não,MG,Sudeste,,,True,,Minas Gerais (MG),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Acima de 3.000,False,,Cientista de Dados/Data Scientist,Pleno,de 5 a 6 anos,de 1 a 2 anos,"SQL, R, Python, JavaScript",Python,R,"S3, PostgreSQL","Servidores On Premise/Não utilizamos Cloud, Amazon Web Services (AWS)",Amazon Web Services (AWS),Não utilizo nenhuma ferramenta de BI no trabalho
fhdbf9lcao95oq3awqfhdbf9b6lo4k09,18/10/2024 12:14:18,33,Feminino,Branca,Não,SC,Sul,AL,Nordeste,True,,Santa Catarina (SC),Alagoas (AL),Doutorado ou Phd,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Finanças ou Bancos,Acima de 3.000,False,,Cientista de Dados/Data Scientist,Sênior,de 3 a 4 anos,de 3 a 4 anos,"SQL, Python",SQL,Python,Google BigQuery,"Google Cloud (GCP), Amazon Web Services (AWS)",Google Cloud (GCP),Looker Studio (antigo Google Data Studio)
318bgj9wybeffa7o318b4dja0mbn6rnv,18/10/2024 14:48:36,33,Feminino,Preta,Não,SP,Sudeste,,,True,,São Paulo (SP),,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Internet/Ecommerce,Acima de 3.000,False,,Analista de Dados/Data Analyst,Pleno,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,Python,Presto,Cloud Própria,Não sei opinar / Não tenho preferência,"Looker Studio (antigo Google Data Studio), Fazemos todas as análises utilizando apenas Excel ou planilhas do google"
8rlf62cljjyiiy04t8rlfz9fco3osqz9,18/10/2024 16:46:18,33,Feminino,Branca,Não,SP,Sudeste,RJ,Sudeste,True,,São Paulo (SP),Rio de Janeiro (RJ),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Educação,Acima de 3.000,False,,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,de 1 a 2 anos,"SQL, Python",SQL,Python,Amazon Redshift,Amazon Web Services (AWS),Amazon Web Services (AWS),"Microsoft PowerBI, Salesforce/Einstein Analytics, Metabase"
s3fua5gozo9esqjsznidss3fuayq5m8k,19/10/2024 21:16:24,33,Masculino,Parda,Não,PR,Sul,,,True,,Paraná (PR),,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Setor Alimentício,Acima de 3.000,True,Gerente/Head,,,Mais de 10 anos,de 1 a 2 anos,,,,,,,
gz7vw5if7vfpxyas7mygz7vwl74499we,20/10/2024 09:33:01,33,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,False,,Analista de BI/BI Analyst,Sênior,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,SQL,SQL,Python,"Amazon Athena, SQL SERVER",Amazon Web Services (AWS),Não sei opinar / Não tenho preferência,Tableau
kh1mn4ft47m1aprsj2kh1mxjx48se31n,21/10/2024 11:53:03,33,Feminino,Branca,Não,SP,Sudeste,ES,Sudeste,True,,São Paulo (SP),Espírito Santo (ES),Doutorado ou Phd,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Internet/Ecommerce,Acima de 3.000,True,Supervisor/Coordenador,,,de 7 a 10 anos,de 1 a 2 anos,,,,,,,
toz8e6ukx76qqfvtoz8e6uyerl1fgl0s,21/10/2024 12:17:29,33,Masculino,Parda,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,False,,Outra Opção,Sênior,de 5 a 6 anos,Menos de 1 ano,"SQL, Python",Python,Python,"PostgreSQL, S3",Amazon Web Services (AWS),Amazon Web Services (AWS),Tableau
iij5ee4426jwmffadd2iijy1o13npzvy,21/10/2024 13:16:06,33,Masculino,Branca,Não,SC,Sul,RS,Sul,True,,Santa Catarina (SC),Rio Grande do Sul (RS),Graduação/Bacharelado,Outra opção,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,False,,Cientista de Dados/Data Scientist,Sênior,de 1 a 2 anos,Menos de 1 ano,"SQL, Python",Python,Python,"PostgreSQL, Amazon Athena, Elasticsearch",Amazon Web Services (AWS),Amazon Web Services (AWS),Não utilizo nenhuma ferramenta de BI no trabalho
i3b0wfm1510mehxi3b0wf3lne3zpl1il,21/10/2024 13:34:11,33,Masculino,Branca,Não,GO,Centro-oeste,,,True,,Goiás (GO),,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,False,,Cientista de Dados/Data Scientist,Júnior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Python,Python,Python,Databricks,Amazon Web Services (AWS),Amazon Web Services (AWS),Outra opção
mh3g7sivs735cfik9jtjr1mh3g7sw1zj,21/10/2024 13:34:43,33,Feminino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Doutorado ou Phd,Química / Física,Empregado (CLT),Internet/Ecommerce,Acima de 3.000,False,,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,Python,"SQL SERVER, Amazon Athena, Elasticsearch, Amazon Aurora ou RDS, Databricks, S3, DynamoDB, MongoDB, MySQL",Amazon Web Services (AWS),Amazon Web Services (AWS),Outra opção
ob6iu3a3a19sp7hmm7icob6iu31krwip,21/10/2024 14:49:51,33,Feminino,Branca,Não,MG,Sudeste,,,True,,Minas Gerais (MG),,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Finanças ou Bancos,de 1.001 a 3.000,True,Team Leader/Tech Leader,,,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,
mbzy6dgmpl9sfhbt6flmbzy68f5sa92y,21/10/2024 17:28:15,33,Masculino,Branca,Não,MG,Sudeste,,,True,,Minas Gerais (MG),,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,False,,Cientista de Dados/Data Scientist,Sênior,Mais de 10 anos,de 3 a 4 anos,Python,Python,Python,"Databricks, DynamoDB, MariaDB",Amazon Web Services (AWS),Amazon Web Services (AWS),"Tableau, Outra opção"
waxoo6f6dx6t7bvwax2y9pp02whtzhiz,21/10/2024 17:33:41,33,Feminino,Branca,Não,PR,Sul,,,True,,Paraná (PR),,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,False,,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,Python,Databricks,Azure (Microsoft),Não sei opinar / Não tenho preferência,Tableau
ysbwnluj9f0qw7p1dm4ysbwnl0a6s5d4,21/10/2024 17:34:41,33,Feminino,Preta,Não,PE,Nordeste,,,True,,Pernambuco (PE),,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,de 1.001 a 3.000,False,,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,de 5 a 6 anos,"Python, SQL",Python,Python,"Databricks, S3, PostgreSQL",Amazon Web Services (AWS),Amazon Web Services (AWS),"Grafana, Tableau"
zgark5g8s5tcxnzgaqo2wjevqsz1bjyf,21/10/2024 17:42:47,33,Feminino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,False,,Analista de Dados/Data Analyst,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,SQL,Databricks,Amazon Web Services (AWS),Não sei opinar / Não tenho preferência,"Tableau, Outra opção"
6bry1ucnz2hlg28ub6brwri0f3mkmpa5,21/10/2024 17:43:27,33,Feminino,Preta,Não,MG,Sudeste,,,True,,Minas Gerais (MG),,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,False,,Analista de BI/BI Analyst,Júnior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,Python,Databricks,Amazon Web Services (AWS),Não sei opinar / Não tenho preferência,Outra opção
k0qxxxn7nowfsqcj4ik0qxxm2fhextdg,21/10/2024 18:08:03,33,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,True,Supervisor/Coordenador,,,de 5 a 6 anos,de 5 a 6 anos,,,,,,,
pqvuosurb8wk64segtvxpqvuosurl8m6,21/10/2024 18:23:11,33,Masculino,Branca,Não,SC,Sul,PR,Sul,True,,Santa Catarina (SC),Paraná (PR),Doutorado ou Phd,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,False,,Analista de Dados/Data Analyst,Sênior,de 7 a 10 anos,de 1 a 2 anos,"Python, SQL",Python,Python,"Databricks, SQL SERVER",Amazon Web Services (AWS),Azure (Microsoft),"Tableau, Outra opção"
da8u82x5lc4f634wbda8u8ba404y6lbs,21/10/2024 21:05:30,33,Feminino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),Internet/Ecommerce,Acima de 3.000,True,Gerente/Head,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,
enlmjz96kfxr6ifjrenlmjz93vrr4jr1,21/10/2024 22:52:43,33,Masculino,Parda,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,False,,Analista de BI/BI Analyst,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,Python,"Databricks, S3",Amazon Web Services (AWS),Não sei opinar / Não tenho preferência,Outra opção
